Seed,AUC,Alpha
7,0.7504981373992896,0.0
7,0.7943942049460546,0.5
7,0.7973463770916773,1.0
7,0.7903491293424587,1.5
7,0.7962601376791796,2.0
7,0.7910688462538068,2.5
7,0.8085486375359024,3.0
7,0.7766845040950558,3.5
7,0.790549050706722,4.0
7,0.79365449589828,5.0
7,0.7842448636869497,6.0
7,0.7868771616497512,7.0
7,0.7695972917319188,10.0
7,0.7811594106318182,15.0
