Seed,AUC,Alpha
1,0.7756149247962468,0.0
1,0.7795667037631865,0.5
1,0.7812027269274084,1.0
1,0.7936411678073292,1.5
1,0.7906623394798046,2.0
1,0.7795267194903339,2.5
1,0.7812993555868025,3.0
1,0.7963067859975077,3.5
1,0.7691241445031621,4.0
1,0.7909155732078715,5.0
1,0.7821923376805123,6.0
1,0.7981127423213537,7.0
1,0.7819724241798225,10.0
1,0.7745420134747,15.0
