Seed,AUC,Alpha
101,0.743874076196696,0.0
101,0.7764479304806776,0.5
101,0.785277790735644,1.0
101,0.7935878554435256,1.5
101,0.7956870297682911,2.0
101,0.7873003285374419,2.5
101,0.7796600003998427,3.0
101,0.7775541620296017,3.5
101,0.7703136766205293,4.0
101,0.7851578379170859,5.0
101,0.7749551842941776,6.0
101,0.7705302580984812,7.0
101,0.7671249308605281,10.0
101,0.7663818897900159,15.0
