Seed,AUC,Alpha
6,0.7679845927268608,0.0
6,0.792871470554915,0.5
6,0.7955604129042576,1.0
6,0.7593246656315183,1.5
6,0.7808462004944721,2.0
6,0.8007650324205813,2.5
6,0.8038105012028601,3.0
6,0.7876568549703784,3.5
6,0.7912554395271194,4.0
6,0.7804663499023716,5.0
6,0.7973397130462019,6.0
6,0.7837650524127177,7.0
6,0.7798399296276798,10.0
6,0.7879100886984451,15.0
