Seed,AUC,Alpha
4,0.7733591454028081,0.0
4,0.7863407059889777,0.5
4,0.7777007710300614,1.0
4,0.7975562945241538,1.5
4,0.7944941656281863,2.0
4,0.7833852018206172,2.5
4,0.7949973010615825,3.0
4,0.7962401455427532,3.5
4,0.7843048400962288,4.0
4,0.7811893988364578,5.0
4,0.7688175984112915,6.0
4,0.7826654849092689,7.0
4,0.790622355206952,10.0
4,0.7773875608927154,15.0
