Seed,AUC,Alpha
3,0.7539367848646198,0.0
3,0.8107277804063734,0.5
3,0.7817191904517555,1.0
3,0.7736223751990883,1.5
3,0.792728193577193,2.0
3,0.7748418955210951,2.5
3,0.7913420721183002,3.0
3,0.7790202520341998,3.5
3,0.7995988244623782,4.0
3,0.7973030607960869,5.0
3,0.796759941089838,6.0
3,0.7972764046141851,7.0
3,0.8056564417995589,10.0
3,0.7788070025789856,15.0
